url,route_family,city,theme,action,redirect_target,expected_target_status,sitemap_section,recommended_final_action
/honeymoon-in-tallinn,themed-list,tallinn,honeymoon,redirect,/luxury-hotels-in-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-tallinn,themed-list,tallinn,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-tallinn,themed-list,tallinn,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-tallinn,themed-list,tallinn,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-tallinn,themed-list,tallinn,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-tallinn,themed-list,tallinn,spring,redirect,/best-time-to-visit-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-tallinn,themed-list,tallinn,summer,redirect,/best-time-to-visit-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-tallinn,themed-list,tallinn,fall,redirect,/best-time-to-visit-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-tallinn,themed-list,tallinn,winter,redirect,/best-time-to-visit-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/tallinn-with-kids,themed-list,tallinn,with-kids,redirect,/family-hotels-in-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/tallinn-with-teens,themed-list,tallinn,with-teens,redirect,/family-hotels-in-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/tallinn-airport-guide,themed-list,tallinn,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/tallinn-budget-per-day,themed-list,tallinn,budget-per-day,redirect,/cheap-hotels-in-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-tallinn,themed-list,tallinn,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-tallinn,themed-list,tallinn,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-tallinn,weekend,tallinn,,redirect,/destinations/tallinn,200,(removed from sitemap: 308),redirect (shipped)
/tallinn-2-day-itinerary,itinerary,tallinn,,redirect,/destinations/tallinn,200,(removed from sitemap: 308),redirect (shipped)
/tallinn-3-day-itinerary,itinerary,tallinn,,redirect,/destinations/tallinn,200,(removed from sitemap: 308),redirect (shipped)
/tallinn-4-day-itinerary,itinerary,tallinn,,redirect,/destinations/tallinn,200,(removed from sitemap: 308),redirect (shipped)
/tallinn-5-day-itinerary,itinerary,tallinn,,redirect,/destinations/tallinn,200,(removed from sitemap: 308),redirect (shipped)
/tallinn-7-day-itinerary,itinerary,tallinn,,redirect,/destinations/tallinn,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-tallinn,themed-list,tallinn,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-tallinn-worth-visiting,themed-list,tallinn,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-tallinn,themed-list,tallinn,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-tallinn,themed-list,tallinn,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-tallinn,themed-list,tallinn,luxury,redirect,/luxury-hotels-in-tallinn,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-tallinn,themed-list,tallinn,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/tallinn-for-solo-female-travelers,themed-list,tallinn,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/tallinn-bucket-list,themed-list,tallinn,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-tallinn,themed-list,tallinn,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-tallinn,themed-list,tallinn,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-madeira,things-to-do,madeira,,redirect,/top-attractions-in-madeira,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-madeira,themed-list,madeira,family,redirect,/family-hotels-in-madeira,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-madeira,themed-list,madeira,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-madeira,themed-list,madeira,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-madeira,themed-list,madeira,honeymoon,redirect,/luxury-hotels-in-madeira,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-madeira,themed-list,madeira,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-madeira,themed-list,madeira,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-madeira,themed-list,madeira,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-madeira,themed-list,madeira,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-madeira,themed-list,madeira,spring,redirect,/best-time-to-visit-madeira,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-madeira,themed-list,madeira,summer,redirect,/best-time-to-visit-madeira,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-madeira,themed-list,madeira,fall,redirect,/best-time-to-visit-madeira,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-madeira,themed-list,madeira,winter,redirect,/best-time-to-visit-madeira,200,(removed from sitemap: 308),redirect (shipped)
/madeira-with-kids,themed-list,madeira,with-kids,redirect,/family-hotels-in-madeira,200,(removed from sitemap: 308),redirect (shipped)
/madeira-with-teens,themed-list,madeira,with-teens,redirect,/family-hotels-in-madeira,200,(removed from sitemap: 308),redirect (shipped)
/madeira-airport-guide,themed-list,madeira,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/madeira-budget-per-day,themed-list,madeira,budget-per-day,redirect,/cheap-hotels-in-madeira,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-madeira,themed-list,madeira,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-madeira,themed-list,madeira,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-madeira,weekend,madeira,,redirect,/destinations/madeira,200,(removed from sitemap: 308),redirect (shipped)
/madeira-2-day-itinerary,itinerary,madeira,,redirect,/destinations/madeira,200,(removed from sitemap: 308),redirect (shipped)
/madeira-3-day-itinerary,itinerary,madeira,,redirect,/destinations/madeira,200,(removed from sitemap: 308),redirect (shipped)
/madeira-4-day-itinerary,itinerary,madeira,,redirect,/destinations/madeira,200,(removed from sitemap: 308),redirect (shipped)
/madeira-5-day-itinerary,itinerary,madeira,,redirect,/destinations/madeira,200,(removed from sitemap: 308),redirect (shipped)
/madeira-7-day-itinerary,itinerary,madeira,,redirect,/destinations/madeira,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-madeira,themed-list,madeira,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-madeira-worth-visiting,themed-list,madeira,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-madeira,themed-list,madeira,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-madeira,themed-list,madeira,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-madeira,themed-list,madeira,luxury,redirect,/luxury-hotels-in-madeira,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-madeira,themed-list,madeira,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/madeira-for-solo-female-travelers,themed-list,madeira,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/madeira-bucket-list,themed-list,madeira,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-madeira,themed-list,madeira,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-madeira,themed-list,madeira,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-sintra,things-to-do,sintra,,redirect,/top-attractions-in-sintra,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-sintra,themed-list,sintra,family,redirect,/family-hotels-in-sintra,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-sintra,themed-list,sintra,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-sintra,themed-list,sintra,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-sintra,themed-list,sintra,honeymoon,redirect,/luxury-hotels-in-sintra,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-sintra,themed-list,sintra,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-sintra,themed-list,sintra,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-sintra,themed-list,sintra,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-sintra,themed-list,sintra,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-sintra,themed-list,sintra,spring,redirect,/best-time-to-visit-sintra,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-sintra,themed-list,sintra,summer,redirect,/best-time-to-visit-sintra,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-sintra,themed-list,sintra,fall,redirect,/best-time-to-visit-sintra,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-sintra,themed-list,sintra,winter,redirect,/best-time-to-visit-sintra,200,(removed from sitemap: 308),redirect (shipped)
/sintra-with-kids,themed-list,sintra,with-kids,redirect,/family-hotels-in-sintra,200,(removed from sitemap: 308),redirect (shipped)
/sintra-with-teens,themed-list,sintra,with-teens,redirect,/family-hotels-in-sintra,200,(removed from sitemap: 308),redirect (shipped)
/sintra-airport-guide,themed-list,sintra,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/sintra-budget-per-day,themed-list,sintra,budget-per-day,redirect,/cheap-hotels-in-sintra,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-sintra,themed-list,sintra,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-sintra,themed-list,sintra,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-sintra,weekend,sintra,,redirect,/destinations/sintra,200,(removed from sitemap: 308),redirect (shipped)
/sintra-2-day-itinerary,itinerary,sintra,,redirect,/destinations/sintra,200,(removed from sitemap: 308),redirect (shipped)
/sintra-3-day-itinerary,itinerary,sintra,,redirect,/destinations/sintra,200,(removed from sitemap: 308),redirect (shipped)
/sintra-4-day-itinerary,itinerary,sintra,,redirect,/destinations/sintra,200,(removed from sitemap: 308),redirect (shipped)
/sintra-5-day-itinerary,itinerary,sintra,,redirect,/destinations/sintra,200,(removed from sitemap: 308),redirect (shipped)
